id,garden_points_status,commitment_months,participation_history,project_focus_code,requested_resources_value,personal_reserve_status,volunteer_tenure_bracket,time_commitment_rate,household_profile,co_sponsor_presence,years_in_neighborhood_bracket,asset_contribution_type,member_age,other_support_plans,housing_situation,existing_commitments_count,role_skill_tier,dependents_supported,has_phone,newcomer_status,support_outcome
304,Points negative,10.0,Issues on prior roles,Transport (new),1038.0,Reserve: <100,4<=X<7,4.0,Single adult,Co-gardener sponsor,3.0,Long-term fund,49.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
570,Points negative,48.0,Previous roles completed,Communications equipment,6758.0,Reserve: <100,1<=X<4,3.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Shared tools,31.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
215,No points account,36.0,Issues on prior roles,Communications equipment,3342.0,No reserve,>=7,4.0,Single adult,No co-sponsor,2.0,Shared tools,51.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
67,No points account,12.0,Previous roles completed,Communications equipment,2171.0,Reserve: <100,<1,2.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Shared tools,29.0,Partner bank,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
985,No points account,24.0,Issues on prior roles,Workshop equipment,2028.0,Reserve: <100,4<=X<7,2.0,Single adult,No co-sponsor,2.0,Long-term fund,30.0,None,Own housing,2.0,Unskilled resident,1.0,No phone,Newcomer,good
705,Points 0–199,27.0,Previous roles completed,Microenterprise support,2528.0,Reserve: <100,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Long-term fund,32.0,None,Own housing,1.0,Skilled volunteer,2.0,Has phone,Newcomer,good
121,Points negative,21.0,Previous roles completed,Communications equipment,1835.0,Reserve: <100,1<=X<4,3.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Community plot share,25.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
171,Points negative,15.0,No prior roles / all on time,Transport (new),950.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,3.0,Shared tools,33.0,None,Rented housing,2.0,Skilled volunteer,2.0,No phone,Newcomer,bad
4,Points negative,42.0,Previous roles completed,Workshop equipment,7882.0,Reserve: <100,4<=X<7,2.0,Single adult,Mentor sponsor,4.0,Long-term fund,45.0,None,Hosted / no rent,1.0,Skilled volunteer,2.0,No phone,Newcomer,good
233,No points account,12.0,Previous roles completed,Communications equipment,2141.0,Reserve: 100–499,4<=X<7,3.0,Single adult,No co-sponsor,1.0,No tangible assets,35.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
256,Points 0–199,60.0,Delayed in prior commitments,Communications equipment,7418.0,No reserve,1<=X<4,1.0,Single adult,No co-sponsor,1.0,Community plot share,27.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
122,No points account,24.0,Issues on prior roles,Transport (used),3868.0,Reserve: <100,>=7,4.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Shared tools,41.0,None,Rented housing,2.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
382,Points 0–199,18.0,Previous roles completed,Transport (used),12976.0,Reserve: <100,unemployed,3.0,Adult w/ dependents or shared household,No co-sponsor,4.0,No tangible assets,38.0,None,Hosted / no rent,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
409,No points account,24.0,Previous roles completed,Communications equipment,3235.0,Reserve: 500–999,>=7,3.0,Recently separated household,No co-sponsor,2.0,Shared tools,26.0,None,Own housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
375,Points 0–199,60.0,All roles on time,Other project,14782.0,Reserve: 100–499,>=7,3.0,Adult w/ dependents or shared household,No co-sponsor,4.0,No tangible assets,60.0,Partner bank,Hosted / no rent,2.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
512,No points account,36.0,Previous roles completed,Transport (used),4686.0,Reserve: <100,1<=X<4,2.0,Single adult,No co-sponsor,2.0,No tangible assets,32.0,None,Hosted / no rent,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
890,No points account,28.0,All roles on time,Transport (used),7824.0,No reserve,<1,3.0,Single adult,Mentor sponsor,4.0,Community plot share,40.0,Partner bank,Rented housing,2.0,Skilled volunteer,2.0,Has phone,Newcomer,good
353,No points account,18.0,Issues on prior roles,Transport (used),3229.0,No reserve,unemployed,2.0,Single adult,No co-sponsor,4.0,No tangible assets,38.0,None,Own housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
477,No points account,39.0,Previous roles completed,Transport (used),2569.0,Reserve: 500–999,1<=X<4,4.0,Single adult,No co-sponsor,4.0,Shared tools,24.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
558,No points account,21.0,No prior roles / all on time,Transport (new),5003.0,No reserve,1<=X<4,1.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Long-term fund,29.0,Partner bank,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
503,Points 200+,9.0,Previous roles completed,Communications equipment,1126.0,Reserve: 100–499,>=7,2.0,Recently separated household,No co-sponsor,4.0,Community plot share,49.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
369,Points negative,36.0,Previous roles completed,Workshop equipment,3446.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,2.0,Shared tools,42.0,None,Own housing,1.0,Skilled volunteer,2.0,No phone,Newcomer,bad
55,Points 0–199,36.0,Delayed in prior commitments,Transport (new),2225.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,4.0,No tangible assets,57.0,Partner bank,Hosted / no rent,2.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
746,Points negative,13.0,Issues on prior roles,Microenterprise support,1797.0,Reserve: <100,<1,3.0,Single adult,No co-sponsor,1.0,Long-term fund,28.0,Partner bank,Own housing,2.0,Unskilled resident,1.0,No phone,Newcomer,good
148,No points account,12.0,Issues on prior roles,Transport (new),682.0,Reserve: 100–499,4<=X<7,4.0,Adult w/ dependents or shared household,No co-sponsor,3.0,Shared tools,51.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
532,Points 0–199,15.0,Previous roles completed,Transport (new),2631.0,Reserve: 100–499,1<=X<4,2.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,28.0,None,Rented housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
698,No points account,12.0,Issues on prior roles,Transport (new),926.0,Reserve: <100,unemployed,1.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Long-term fund,38.0,None,Own housing,1.0,Unemployed / non-resident unskilled,1.0,No phone,Newcomer,good
201,No points account,9.0,Issues on prior roles,Training / education,936.0,Reserve: 500–999,>=7,4.0,Single adult,No co-sponsor,2.0,Shared tools,52.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
539,Points negative,48.0,Previous roles completed,Transport (new),7763.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,4.0,No tangible assets,42.0,Partner bank,Hosted / no rent,1.0,Highly skilled / lead,1.0,No phone,Newcomer,bad
176,No points account,30.0,All roles on time,Transport (used),7485.0,No reserve,unemployed,4.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Community plot share,53.0,Partner bank,Own housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
541,Points 0–199,12.0,Previous roles completed,Communications equipment,1534.0,Reserve: <100,<1,1.0,Committed/shared household,No co-sponsor,1.0,Community plot share,23.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
928,Points negative,48.0,Previous roles completed,Transport (used),10297.0,Reserve: <100,4<=X<7,4.0,Single adult,No co-sponsor,4.0,No tangible assets,39.0,Partner stores,Hosted / no rent,3.0,Skilled volunteer,2.0,Has phone,Newcomer,bad
781,Points 0–199,39.0,Issues on prior roles,Communications equipment,4933.0,Reserve: <100,4<=X<7,2.0,Single adult,Mentor sponsor,2.0,Community plot share,25.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,bad
70,No points account,36.0,Previous roles completed,Communications equipment,2394.0,No reserve,1<=X<4,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,25.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
551,No points account,12.0,Issues on prior roles,Plot repairs,996.0,No reserve,4<=X<7,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Community plot share,23.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
900,Points negative,18.0,Previous roles completed,Workshop equipment,4153.0,Reserve: <100,1<=X<4,2.0,Single adult,Co-gardener sponsor,3.0,Shared tools,42.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
956,Points negative,24.0,Issues on prior roles,Communications equipment,1231.0,Reserve: ≥1000,>=7,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Long-term fund,57.0,None,Rented housing,2.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
378,No points account,7.0,Delayed in prior commitments,Communications equipment,846.0,No reserve,>=7,3.0,Single adult,No co-sponsor,4.0,No tangible assets,36.0,None,Hosted / no rent,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
644,No points account,24.0,Issues on prior roles,Communications equipment,1851.0,Reserve: <100,4<=X<7,4.0,Committed/shared household,Mentor sponsor,2.0,Shared tools,33.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
156,Points negative,12.0,Previous roles completed,Workshop equipment,1282.0,Reserve: <100,1<=X<4,2.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,20.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
388,Points 0–199,18.0,Issues on prior roles,Workshop equipment,7374.0,Reserve: <100,unemployed,4.0,Single adult,No co-sponsor,4.0,Long-term fund,40.0,Partner stores,Own housing,2.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
155,Points 0–199,24.0,Delayed in prior commitments,Microenterprise support,6967.0,Reserve: 100–499,4<=X<7,4.0,Single adult,No co-sponsor,4.0,Shared tools,36.0,None,Rented housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
896,No points account,36.0,Delayed in prior commitments,Transport (used),8947.0,No reserve,4<=X<7,3.0,Single adult,No co-sponsor,2.0,Shared tools,31.0,Partner stores,Own housing,1.0,Highly skilled / lead,2.0,Has phone,Newcomer,good
844,No points account,24.0,All roles on time,Microenterprise support,1559.0,Reserve: <100,4<=X<7,4.0,Single adult,No co-sponsor,4.0,Shared tools,50.0,Partner bank,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
112,Points 200+,15.0,Previous roles completed,Training / education,392.0,Reserve: <100,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Long-term fund,23.0,None,Rented housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
798,No points account,12.0,Issues on prior roles,Workshop equipment,1258.0,Reserve: <100,<1,2.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Long-term fund,22.0,None,Rented housing,2.0,Unskilled resident,1.0,No phone,Newcomer,good
668,No points account,48.0,All roles on time,Microenterprise support,3609.0,Reserve: <100,1<=X<4,1.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Community plot share,27.0,Partner stores,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
557,Points 0–199,18.0,No prior roles / all on time,Transport (new),2278.0,Reserve: 100–499,<1,3.0,Adult w/ dependents or shared household,No co-sponsor,3.0,Shared tools,28.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,bad
239,No points account,12.0,Issues on prior roles,Communications equipment,1291.0,Reserve: <100,1<=X<4,4.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Long-term fund,35.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
733,Points 0–199,8.0,Previous roles completed,Communications equipment,760.0,Reserve: <100,4<=X<7,4.0,Adult w/ dependents or shared household,Mentor sponsor,2.0,Community plot share,44.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
132,Points negative,36.0,Delayed in prior commitments,Training / education,6887.0,Reserve: <100,1<=X<4,4.0,Single adult,No co-sponsor,3.0,Long-term fund,29.0,Partner stores,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
817,No points account,6.0,Previous roles completed,Shared appliances,1338.0,Reserve: 500–999,1<=X<4,1.0,Recently separated household,No co-sponsor,4.0,Community plot share,62.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
185,Points 0–199,18.0,Issues on prior roles,Transport (new),884.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,4.0,Shared tools,36.0,Partner bank,Own housing,1.0,Skilled volunteer,2.0,Has phone,Newcomer,bad
326,Points negative,8.0,Issues on prior roles,Transport (new),3398.0,Reserve: <100,4<=X<7,1.0,Single adult,No co-sponsor,4.0,Community plot share,39.0,None,Own housing,2.0,Unskilled resident,1.0,No phone,Local resident,good
343,Points 0–199,18.0,Previous roles completed,Communications equipment,3213.0,Reserve: 500–999,<1,1.0,Committed/shared household,No co-sponsor,3.0,Community plot share,25.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
271,No points account,18.0,Previous roles completed,Transport (new),2662.0,No reserve,4<=X<7,4.0,Single adult,No co-sponsor,3.0,Long-term fund,32.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Local resident,good
565,Points 0–199,24.0,Delayed in prior commitments,Microenterprise support,4712.0,No reserve,1<=X<4,4.0,Single adult,No co-sponsor,2.0,Long-term fund,37.0,Partner bank,Own housing,2.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
499,Points 0–199,18.0,Previous roles completed,Communications equipment,1301.0,Reserve: <100,>=7,4.0,Committed/shared household,Mentor sponsor,2.0,Community plot share,32.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
618,Points negative,6.0,Issues on prior roles,Transport (new),3676.0,Reserve: <100,1<=X<4,1.0,Single adult,No co-sponsor,3.0,Community plot share,37.0,None,Rented housing,3.0,Skilled volunteer,2.0,No phone,Newcomer,good
880,No points account,30.0,Issues on prior roles,Communications equipment,6742.0,No reserve,4<=X<7,2.0,Single adult,No co-sponsor,3.0,Long-term fund,36.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
594,Points 0–199,24.0,Previous roles completed,Transport (new),2718.0,Reserve: <100,1<=X<4,3.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Long-term fund,20.0,None,Rented housing,1.0,Unskilled resident,1.0,Has phone,Newcomer,bad
638,No points account,60.0,Delayed in prior commitments,Communications equipment,15653.0,Reserve: <100,4<=X<7,2.0,Single adult,No co-sponsor,4.0,Shared tools,21.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
964,No points account,24.0,Previous roles completed,Communications equipment,2397.0,Reserve: 500–999,>=7,3.0,Single adult,No co-sponsor,2.0,Shared tools,35.0,Partner bank,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
173,Points 0–199,24.0,Delayed in prior commitments,Workshop equipment,2064.0,Reserve: <100,unemployed,3.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Long-term fund,34.0,None,Own housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
399,Points 0–199,12.0,Previous roles completed,Transport (new),1223.0,Reserve: <100,>=7,1.0,Recently separated household,No co-sponsor,1.0,Community plot share,46.0,None,Rented housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,bad
727,No points account,15.0,Issues on prior roles,Communications equipment,1316.0,Reserve: 500–999,1<=X<4,2.0,Committed/shared household,No co-sponsor,2.0,Long-term fund,47.0,None,Own housing,2.0,Unskilled resident,1.0,No phone,Newcomer,good
915,Points negative,24.0,All roles on time,Microenterprise support,3161.0,Reserve: <100,1<=X<4,4.0,Single adult,No co-sponsor,2.0,Long-term fund,31.0,None,Rented housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
924,Points 0–199,12.0,Previous roles completed,Transport (new),2002.0,Reserve: <100,4<=X<7,3.0,Single adult,No co-sponsor,4.0,Long-term fund,30.0,None,Rented housing,1.0,Skilled volunteer,2.0,Has phone,Newcomer,good
415,Points negative,24.0,Previous roles completed,Transport (new),1381.0,No reserve,1<=X<4,4.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Long-term fund,35.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
141,Points 200+,6.0,Previous roles completed,Transport (new),709.0,Reserve: ≥1000,<1,2.0,Committed/shared household,No co-sponsor,2.0,Community plot share,27.0,None,Own housing,1.0,Unemployed / non-resident unskilled,1.0,No phone,Local resident,good
883,Points 0–199,30.0,Issues on prior roles,Transport (new),2181.0,No reserve,>=7,4.0,Single adult,No co-sponsor,4.0,Community plot share,36.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
372,No points account,18.0,Issues on prior roles,Communications equipment,6070.0,Reserve: <100,>=7,3.0,Single adult,No co-sponsor,4.0,Shared tools,33.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
562,Points negative,24.0,All roles on time,Communications equipment,1546.0,Reserve: <100,4<=X<7,4.0,Single adult,Mentor sponsor,4.0,Shared tools,24.0,Partner bank,Rented housing,1.0,Unskilled resident,1.0,No phone,Newcomer,bad
484,No points account,15.0,Delayed in prior commitments,Workshop equipment,960.0,Reserve: ≥1000,4<=X<7,3.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Long-term fund,30.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
